Sample_ID_1	Sample_ID_2	Population_1	Population_2	CHRType	K	Value
14802	Guglionesi_434	KAZ14059	Guglionesi	Error	Allosome	K = 7	-0.003436
14803	Guglionesi_434	KAZ14061	Guglionesi	Error	Allosome	K = 7	0.031918
14804	Guglionesi_434	Lesina_280	Guglionesi	Lesina	Allosome	K = 7	0.025455
14805	Guglionesi_434	Lesina_281	Guglionesi	Lesina	Allosome	K = 7	-0.023484
14806	Guglionesi_434	Lesina_282	Guglionesi	Lesina	Allosome	K = 7	-0.004917
14807	Guglionesi_434	Lesina_285	Guglionesi	Lesina	Allosome	K = 7	0.0159
14808	Guglionesi_434	Lesina_286	Guglionesi	Lesina	Allosome	K = 7	0.01671
14809	Guglionesi_434	Lesina_287	Guglionesi	Lesina	Allosome	K = 7	-0.010467
14810	Guglionesi_434	Lesina_288	Guglionesi	Lesina	Allosome	K = 7	-0.021135
14811	Guglionesi_434	Lesina_289	Guglionesi	Lesina	Allosome	K = 7	-0.011804
14812	Guglionesi_434	Lesina_292	Guglionesi	Lesina	Allosome	K = 7	0.037233
14813	Guglionesi_434	Lesina_295	Guglionesi	Lesina	Allosome	K = 7	-0.010587
14814	Guglionesi_434	PDOM2022NLD0042M	Guglionesi	Error	Allosome	K = 7	-0.025749
14815	Guglionesi_434	PDOM2022NLD0044M	Guglionesi	Error	Allosome	K = 7	0.035724
14816	Guglionesi_434	PDOM2022NLD0045M	Guglionesi	Error	Allosome	K = 7	0.000867
14817	Guglionesi_434	PDOM2022NLD0046M	Guglionesi	Error	Allosome	K = 7	-0.017745
14818	Guglionesi_434	PDOM2022NLD0072M	Guglionesi	Error	Allosome	K = 7	-0.000114
14819	Guglionesi_434	PDOM2022NLD0077M	Guglionesi	Error	Allosome	K = 7	0.021567
14820	Guglionesi_434	PI22NLD0001M	Guglionesi	Error	Allosome	K = 7	-0.013067
14821	KAZ14055	Crotone517	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14822	KAZ14055	Crotone505	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14823	KAZ14055	Crotone518	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14824	KAZ14055	Crotone510	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14825	KAZ14055	Crotone500	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14826	KAZ14055	Crotone502	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14827	KAZ14055	Crotone501	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14828	KAZ14055	Crotone514	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14829	KAZ14055	Crotone498	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14830	KAZ14055	Crotone512	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14831	KAZ14055	FR046	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14832	KAZ14055	FR049	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14833	KAZ14055	FR051	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14834	KAZ14055	FR063	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14835	KAZ14055	FR064	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14836	KAZ14055	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14837	KAZ14055	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14838	KAZ14055	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14839	KAZ14055	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14840	KAZ14055	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14841	KAZ14055	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14842	KAZ14055	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14843	KAZ14055	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14844	KAZ14055	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14845	KAZ14055	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14846	KAZ14055	KAZ14001	Chokpak	Error	Allosome	K = 7	0.016665
14847	KAZ14055	KAZ14003	Chokpak	Error	Allosome	K = 7	0.071744
14848	KAZ14055	KAZ14032	Chokpak	Error	Allosome	K = 7	0.01397
14849	KAZ14055	KAZ14035	Chokpak	Error	Allosome	K = 7	-0.018939
14850	KAZ14055	KAZ14053	Chokpak	Error	Allosome	K = 7	0.020221
14851	KAZ14055	KAZ14054	Chokpak	Error	Allosome	K = 7	0.012357
14852	KAZ14055	KAZ14055	Chokpak	Error	Allosome	K = 7	NA
14853	KAZ14055	KAZ14057	Chokpak	Error	Allosome	K = 7	-0.024572
14854	KAZ14055	KAZ14059	Chokpak	Error	Allosome	K = 7	-0.057329
14855	KAZ14055	KAZ14061	Chokpak	Error	Allosome	K = 7	-0.026231
14856	KAZ14055	Lesina_280	Chokpak	Lesina	Allosome	K = 7	-0.011163
14857	KAZ14055	Lesina_281	Chokpak	Lesina	Allosome	K = 7	0.007124
14858	KAZ14055	Lesina_282	Chokpak	Lesina	Allosome	K = 7	0.024727
14859	KAZ14055	Lesina_285	Chokpak	Lesina	Allosome	K = 7	-0.008276
14860	KAZ14055	Lesina_286	Chokpak	Lesina	Allosome	K = 7	-0.005346
14861	KAZ14055	Lesina_287	Chokpak	Lesina	Allosome	K = 7	-0.029337
14862	KAZ14055	Lesina_288	Chokpak	Lesina	Allosome	K = 7	-0.067893
14863	KAZ14055	Lesina_289	Chokpak	Lesina	Allosome	K = 7	-0.003703
14864	KAZ14055	Lesina_292	Chokpak	Lesina	Allosome	K = 7	0.064647
14865	KAZ14055	Lesina_295	Chokpak	Lesina	Allosome	K = 7	0.018219
14866	KAZ14055	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 7	0.006953
14867	KAZ14055	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 7	-0.001686
14868	KAZ14055	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 7	-0.02102
14869	KAZ14055	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 7	0.015
14870	KAZ14055	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 7	-0.017903
14871	KAZ14055	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 7	0.019658
14872	KAZ14055	PI22NLD0001M	Chokpak	Error	Allosome	K = 7	-0.001978
14873	KAZ14054	Crotone517	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14874	KAZ14054	Crotone505	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14875	KAZ14054	Crotone518	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14876	KAZ14054	Crotone510	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14877	KAZ14054	Crotone500	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14878	KAZ14054	Crotone502	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14879	KAZ14054	Crotone501	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14880	KAZ14054	Crotone514	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14881	KAZ14054	Crotone498	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14882	KAZ14054	Crotone512	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14883	KAZ14054	FR046	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14884	KAZ14054	FR049	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14885	KAZ14054	FR051	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14886	KAZ14054	FR063	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14887	KAZ14054	FR064	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14888	KAZ14054	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14889	KAZ14054	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14890	KAZ14054	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14891	KAZ14054	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14892	KAZ14054	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14893	KAZ14054	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14894	KAZ14054	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14895	KAZ14054	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14896	KAZ14054	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14897	KAZ14054	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14898	KAZ14054	KAZ14001	Chokpak	Error	Allosome	K = 7	0.043421
14899	KAZ14054	KAZ14003	Chokpak	Error	Allosome	K = 7	-0.010493
14900	KAZ14054	KAZ14032	Chokpak	Error	Allosome	K = 7	-0.041783
14901	KAZ14054	KAZ14035	Chokpak	Error	Allosome	K = 7	-0.051109
14902	KAZ14054	KAZ14053	Chokpak	Error	Allosome	K = 7	-0.021486
14903	KAZ14054	KAZ14054	Chokpak	Error	Allosome	K = 7	NA
14904	KAZ14054	KAZ14055	Chokpak	Error	Allosome	K = 7	0.000386844444444444
14905	KAZ14054	KAZ14057	Chokpak	Error	Allosome	K = 7	0.018522
14906	KAZ14054	KAZ14059	Chokpak	Error	Allosome	K = 7	-0.027564
14907	KAZ14054	KAZ14061	Chokpak	Error	Allosome	K = 7	0.000693
14908	KAZ14054	Lesina_280	Chokpak	Lesina	Allosome	K = 7	0.014058
14909	KAZ14054	Lesina_281	Chokpak	Lesina	Allosome	K = 7	-0.013196
14910	KAZ14054	Lesina_282	Chokpak	Lesina	Allosome	K = 7	-0.019555
14911	KAZ14054	Lesina_285	Chokpak	Lesina	Allosome	K = 7	0.014677
14912	KAZ14054	Lesina_286	Chokpak	Lesina	Allosome	K = 7	0.008802
14913	KAZ14054	Lesina_287	Chokpak	Lesina	Allosome	K = 7	-0.018995
14914	KAZ14054	Lesina_288	Chokpak	Lesina	Allosome	K = 7	-0.035448
14915	KAZ14054	Lesina_289	Chokpak	Lesina	Allosome	K = 7	0.019593
14916	KAZ14054	Lesina_292	Chokpak	Lesina	Allosome	K = 7	0.018945
14917	KAZ14054	Lesina_295	Chokpak	Lesina	Allosome	K = 7	-0.005722
14918	KAZ14054	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 7	-0.015881
14919	KAZ14054	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 7	-0.052785
14920	KAZ14054	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 7	0.018313
14921	KAZ14054	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 7	0.016969
14922	KAZ14054	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 7	0.008589
14923	KAZ14054	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 7	0.014089
14924	KAZ14054	PI22NLD0001M	Chokpak	Error	Allosome	K = 7	0.011429
14925	KAZ14003	Crotone517	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14926	KAZ14003	Crotone505	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14927	KAZ14003	Crotone518	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14928	KAZ14003	Crotone510	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14929	KAZ14003	Crotone500	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14930	KAZ14003	Crotone502	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14931	KAZ14003	Crotone501	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14932	KAZ14003	Crotone514	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14933	KAZ14003	Crotone498	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14934	KAZ14003	Crotone512	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14935	KAZ14003	FR046	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14936	KAZ14003	FR049	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14937	KAZ14003	FR051	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14938	KAZ14003	FR063	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14939	KAZ14003	FR064	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14940	KAZ14003	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14941	KAZ14003	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14942	KAZ14003	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14943	KAZ14003	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14944	KAZ14003	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14945	KAZ14003	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14946	KAZ14003	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14947	KAZ14003	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14948	KAZ14003	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14949	KAZ14003	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14950	KAZ14003	KAZ14001	Chokpak	Error	Allosome	K = 7	-0.022955
14951	KAZ14003	KAZ14003	Chokpak	Error	Allosome	K = 7	NA
14952	KAZ14003	KAZ14032	Chokpak	Error	Allosome	K = 7	0.006081
14953	KAZ14003	KAZ14035	Chokpak	Error	Allosome	K = 7	0.043143
14954	KAZ14003	KAZ14053	Chokpak	Error	Allosome	K = 7	-0.052127
14955	KAZ14003	KAZ14054	Chokpak	Error	Allosome	K = 7	0.000386844444444444
14956	KAZ14003	KAZ14055	Chokpak	Error	Allosome	K = 7	0.000386844444444444
14957	KAZ14003	KAZ14057	Chokpak	Error	Allosome	K = 7	-0.028446
14958	KAZ14003	KAZ14059	Chokpak	Error	Allosome	K = 7	0.027044
14959	KAZ14003	KAZ14061	Chokpak	Error	Allosome	K = 7	-0.006841
14960	KAZ14003	Lesina_280	Chokpak	Lesina	Allosome	K = 7	-0.030892
14961	KAZ14003	Lesina_281	Chokpak	Lesina	Allosome	K = 7	0.017573
14962	KAZ14003	Lesina_282	Chokpak	Lesina	Allosome	K = 7	-0.005299
14963	KAZ14003	Lesina_285	Chokpak	Lesina	Allosome	K = 7	0.017263
14964	KAZ14003	Lesina_286	Chokpak	Lesina	Allosome	K = 7	0.008624
14965	KAZ14003	Lesina_287	Chokpak	Lesina	Allosome	K = 7	-0.042508
14966	KAZ14003	Lesina_288	Chokpak	Lesina	Allosome	K = 7	-0.003206
14967	KAZ14003	Lesina_289	Chokpak	Lesina	Allosome	K = 7	0.034657
14968	KAZ14003	Lesina_292	Chokpak	Lesina	Allosome	K = 7	-0.061711
14969	KAZ14003	Lesina_295	Chokpak	Lesina	Allosome	K = 7	0.024748
14970	KAZ14003	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 7	0.007715
14971	KAZ14003	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 7	0.006101
14972	KAZ14003	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 7	-0.003996
14973	KAZ14003	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 7	-0.005926
14974	KAZ14003	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 7	-0.018369
14975	KAZ14003	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 7	0.010747
14976	KAZ14003	PI22NLD0001M	Chokpak	Error	Allosome	K = 7	0.003128
14977	KAZ14032	Crotone517	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14978	KAZ14032	Crotone505	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14979	KAZ14032	Crotone518	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14980	KAZ14032	Crotone510	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14981	KAZ14032	Crotone500	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14982	KAZ14032	Crotone502	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14983	KAZ14032	Crotone501	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14984	KAZ14032	Crotone514	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14985	KAZ14032	Crotone498	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14986	KAZ14032	Crotone512	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
14987	KAZ14032	FR046	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14988	KAZ14032	FR049	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14989	KAZ14032	FR051	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14990	KAZ14032	FR063	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14991	KAZ14032	FR064	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
14992	KAZ14032	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14993	KAZ14032	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14994	KAZ14032	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14995	KAZ14032	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14996	KAZ14032	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14997	KAZ14032	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14998	KAZ14032	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
14999	KAZ14032	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15000	KAZ14032	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15001	KAZ14032	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15002	KAZ14032	KAZ14001	Chokpak	Error	Allosome	K = 7	-0.035076
15003	KAZ14032	KAZ14003	Chokpak	Error	Allosome	K = 7	0.000386844444444444
15004	KAZ14032	KAZ14032	Chokpak	Error	Allosome	K = 7	NA
15005	KAZ14032	KAZ14035	Chokpak	Error	Allosome	K = 7	0.032048
15006	KAZ14032	KAZ14053	Chokpak	Error	Allosome	K = 7	-0.00121
15007	KAZ14032	KAZ14054	Chokpak	Error	Allosome	K = 7	0.000386844444444444
15008	KAZ14032	KAZ14055	Chokpak	Error	Allosome	K = 7	0.000386844444444444
15009	KAZ14032	KAZ14057	Chokpak	Error	Allosome	K = 7	-0.038814
15010	KAZ14032	KAZ14059	Chokpak	Error	Allosome	K = 7	0.02893
15011	KAZ14032	KAZ14061	Chokpak	Error	Allosome	K = 7	0.025637
15012	KAZ14032	Lesina_280	Chokpak	Lesina	Allosome	K = 7	-0.0301
15013	KAZ14032	Lesina_281	Chokpak	Lesina	Allosome	K = 7	-0.004586
15014	KAZ14032	Lesina_282	Chokpak	Lesina	Allosome	K = 7	0.070002
15015	KAZ14032	Lesina_285	Chokpak	Lesina	Allosome	K = 7	0.026345
15016	KAZ14032	Lesina_286	Chokpak	Lesina	Allosome	K = 7	-0.079108
15017	KAZ14032	Lesina_287	Chokpak	Lesina	Allosome	K = 7	0.028889
15018	KAZ14032	Lesina_288	Chokpak	Lesina	Allosome	K = 7	-0.021419
15019	KAZ14032	Lesina_289	Chokpak	Lesina	Allosome	K = 7	-0.019689
15020	KAZ14032	Lesina_292	Chokpak	Lesina	Allosome	K = 7	-0.005239
15021	KAZ14032	Lesina_295	Chokpak	Lesina	Allosome	K = 7	0.03238
15022	KAZ14032	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 7	-0.006973
15023	KAZ14032	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 7	0.030199
15024	KAZ14032	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 7	0.002214
15025	KAZ14032	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 7	-0.020891
15026	KAZ14032	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 7	0.002737
15027	KAZ14032	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 7	-0.022127
15028	KAZ14032	PI22NLD0001M	Chokpak	Error	Allosome	K = 7	0.014605
15029	KAZ14035	Crotone517	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15030	KAZ14035	Crotone505	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15031	KAZ14035	Crotone518	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15032	KAZ14035	Crotone510	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15033	KAZ14035	Crotone500	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15034	KAZ14035	Crotone502	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15035	KAZ14035	Crotone501	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15036	KAZ14035	Crotone514	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15037	KAZ14035	Crotone498	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15038	KAZ14035	Crotone512	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15039	KAZ14035	FR046	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15040	KAZ14035	FR049	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15041	KAZ14035	FR051	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15042	KAZ14035	FR063	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15043	KAZ14035	FR064	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15044	KAZ14035	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15045	KAZ14035	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15046	KAZ14035	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15047	KAZ14035	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15048	KAZ14035	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15049	KAZ14035	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15050	KAZ14035	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15051	KAZ14035	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15052	KAZ14035	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15053	KAZ14035	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15054	KAZ14035	KAZ14001	Chokpak	Error	Allosome	K = 7	-0.002979
15055	KAZ14035	KAZ14003	Chokpak	Error	Allosome	K = 7	0.000386844444444444
15056	KAZ14035	KAZ14032	Chokpak	Error	Allosome	K = 7	0.000386844444444444
15057	KAZ14035	KAZ14035	Chokpak	Error	Allosome	K = 7	NA
15058	KAZ14035	KAZ14053	Chokpak	Error	Allosome	K = 7	-0.034081
15059	KAZ14035	KAZ14054	Chokpak	Error	Allosome	K = 7	0.000386844444444444
15060	KAZ14035	KAZ14055	Chokpak	Error	Allosome	K = 7	0.000386844444444444
15061	KAZ14035	KAZ14057	Chokpak	Error	Allosome	K = 7	0.050102
15062	KAZ14035	KAZ14059	Chokpak	Error	Allosome	K = 7	-0.000348
15063	KAZ14035	KAZ14061	Chokpak	Error	Allosome	K = 7	0.01798
15064	KAZ14035	Lesina_280	Chokpak	Lesina	Allosome	K = 7	-0.006108
15065	KAZ14035	Lesina_281	Chokpak	Lesina	Allosome	K = 7	-0.013877
15066	KAZ14035	Lesina_282	Chokpak	Lesina	Allosome	K = 7	-0.017066
15067	KAZ14035	Lesina_285	Chokpak	Lesina	Allosome	K = 7	-0.012387
15068	KAZ14035	Lesina_286	Chokpak	Lesina	Allosome	K = 7	-0.034118
15069	KAZ14035	Lesina_287	Chokpak	Lesina	Allosome	K = 7	0.014533
15070	KAZ14035	Lesina_288	Chokpak	Lesina	Allosome	K = 7	0.022981
15071	KAZ14035	Lesina_289	Chokpak	Lesina	Allosome	K = 7	0.047941
15072	KAZ14035	Lesina_292	Chokpak	Lesina	Allosome	K = 7	0.020618
15073	KAZ14035	Lesina_295	Chokpak	Lesina	Allosome	K = 7	-0.026485
15074	KAZ14035	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 7	0.053446
15075	KAZ14035	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 7	-0.029142
15076	KAZ14035	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 7	0.061645
15077	KAZ14035	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 7	-0.045906
15078	KAZ14035	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 7	0.008903
15079	KAZ14035	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 7	-0.04877
15080	KAZ14035	PI22NLD0001M	Chokpak	Error	Allosome	K = 7	0.000245
15081	KAZ14057	Crotone517	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15082	KAZ14057	Crotone505	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15083	KAZ14057	Crotone518	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15084	KAZ14057	Crotone510	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15085	KAZ14057	Crotone500	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15086	KAZ14057	Crotone502	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15087	KAZ14057	Crotone501	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15088	KAZ14057	Crotone514	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15089	KAZ14057	Crotone498	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15090	KAZ14057	Crotone512	Chokpak	Crotone	Allosome	K = 7	7.57000000000001e-06
15091	KAZ14057	FR046	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15092	KAZ14057	FR049	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15093	KAZ14057	FR051	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15094	KAZ14057	FR063	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15095	KAZ14057	FR064	Chokpak	Error	Allosome	K = 7	1.18200000000001e-05
15096	KAZ14057	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15097	KAZ14057	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15098	KAZ14057	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15099	KAZ14057	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
15100	KAZ14057	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 7	5.89999999999966e-07
